experiment,seed,model,feature_tier,split,sample_per_file,data_hash,feature_hash,split_hash,n_train,n_test,n_features,bin,bin_lower,bin_upper,count,confidence_mean,positive_rate,abs_gap
advanced_core_s42,42,logistic_regression,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,9731161ce9edca4d,1693762,261061,115,1,0.1,0.2,12628,0.1346789937604531,0.003880266075388027,0.13079872768506506
advanced_core_s42,42,logistic_regression,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,9731161ce9edca4d,1693762,261061,115,2,0.2,0.30000000000000004,4800,0.24667859948596094,0.028333333333333332,0.21834526615262762
advanced_core_s42,42,logistic_regression,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,9731161ce9edca4d,1693762,261061,115,3,0.30000000000000004,0.4,1913,0.3353454184474448,0.028227914270778882,0.30711750417666595
advanced_core_s42,42,logistic_regression,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,9731161ce9edca4d,1693762,261061,115,4,0.4,0.5,1951,0.43328501433284106,0.006663249615581753,0.4266217647172593
advanced_core_s42,42,logistic_regression,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,9731161ce9edca4d,1693762,261061,115,5,0.5,0.6000000000000001,2322,0.5570079062261717,0.021963824289405683,0.535044081936766
advanced_core_s42,42,logistic_regression,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,9731161ce9edca4d,1693762,261061,115,6,0.6000000000000001,0.7000000000000001,1741,0.6643732028022841,0.03331418724870764,0.6310590155535765
advanced_core_s42,42,logistic_regression,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,9731161ce9edca4d,1693762,261061,115,7,0.7000000000000001,0.8,4124,0.7526373042855149,0.07904946653734239,0.6735878377481725
advanced_core_s42,42,logistic_regression,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,9731161ce9edca4d,1693762,261061,115,8,0.8,0.9,13630,0.8752170053535905,0.6900953778429934,0.18512162751059713
advanced_core_s42,42,logistic_regression,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,9731161ce9edca4d,1693762,261061,115,9,0.9,1.0,28571,0.9641076849494914,0.8647579713695706,0.09934971357992084
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,9731161ce9edca4d,1693762,261061,115,0,0.0,0.1,224027,0.0008325383942669235,0.00013837617787141728,0.0006941622163955062
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,9731161ce9edca4d,1693762,261061,115,1,0.1,0.2,394,0.14289650474038637,0.13451776649746192,0.008378738242924455
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,9731161ce9edca4d,1693762,261061,115,2,0.2,0.30000000000000004,295,0.23291648894688088,0.13898305084745763,0.09393343809942326
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,9731161ce9edca4d,1693762,261061,115,3,0.30000000000000004,0.4,176,0.3845083713923268,0.3352272727272727,0.04928109866505409
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,9731161ce9edca4d,1693762,261061,115,4,0.4,0.5,410,0.4418576811639027,0.34146341463414637,0.10039426652975636
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,9731161ce9edca4d,1693762,261061,115,5,0.5,0.6000000000000001,258,0.5663152699756846,0.37209302325581395,0.19422224671987065
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,9731161ce9edca4d,1693762,261061,115,6,0.6000000000000001,0.7000000000000001,345,0.6777839522729147,0.6840579710144927,0.006274018741578069
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,9731161ce9edca4d,1693762,261061,115,7,0.7000000000000001,0.8,402,0.7692914173779114,0.5149253731343284,0.254366044243583
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,9731161ce9edca4d,1693762,261061,115,8,0.8,0.9,374,0.8504540228477605,0.7058823529411765,0.144571669906584
advanced_core_s42,42,hist_gradient_boosting,deployment_safe,endpoint_pair_holdout,,171746c8753403c4,411d47df062d3116,9731161ce9edca4d,1693762,261061,115,9,0.9,1.0,34380,0.9985903065939062,0.9965386852821407,0.0020516213117655058
